altitude,azimuth,efficiency
6.00,70.00,14.34
6.00,72.00,14.39
6.00,74.00,14.43
6.00,76.00,14.48
6.00,78.00,14.52
6.00,80.00,14.61
6.00,82.00,13.25
6.00,84.00,12.32
6.00,86.00,11.85
6.00,88.00,11.95
6.00,90.00,12.06
6.00,92.00,12.17
6.00,94.00,12.28
6.00,96.00,12.39
6.00,98.00,12.50
6.00,100.00,13.93
6.00,102.00,14.10
6.00,104.00,13.31
6.00,106.00,10.87
6.00,108.00,10.29
6.00,110.00,11.92
6.00,112.00,13.23
6.00,114.00,12.88
6.00,116.00,10.51
6.00,118.00,8.45
6.00,120.00,7.09
6.00,122.00,7.12
6.00,124.00,8.52
6.00,126.00,10.19
6.00,128.00,9.20
6.00,130.00,7.16
6.00,132.00,5.14
6.00,134.00,5.15
6.00,136.00,5.16
6.00,138.00,5.17
6.00,140.00,5.18
6.00,142.00,5.19
6.00,144.00,5.19
6.00,146.00,5.20
6.00,148.00,5.21
6.00,150.00,5.22
6.00,152.00,5.23
6.00,154.00,5.24
6.00,156.00,5.25
6.00,158.00,5.26
6.00,160.00,5.27
6.00,162.00,5.27
6.00,164.00,5.28
6.00,166.00,5.29
6.00,168.00,5.30
6.00,178.00,5.32
6.00,180.00,5.34
6.00,182.00,5.36
6.00,184.00,5.37
6.00,186.00,5.38
6.00,188.00,5.39
6.00,190.00,5.40
6.00,192.00,5.41
6.00,196.00,5.42
6.00,198.00,5.43
6.00,200.00,5.44
6.00,202.00,5.45
6.00,204.00,5.46
6.00,206.00,5.47
6.00,208.00,5.48
6.00,210.00,5.49
6.00,212.00,5.50
6.00,214.00,5.50
6.00,216.00,5.51
6.00,218.00,5.52
6.00,220.00,5.53
6.00,222.00,5.54
6.00,224.00,5.55
6.00,226.00,5.56
6.00,228.00,5.57
6.00,230.00,5.57
6.00,232.00,5.58
6.00,234.00,5.59
6.00,236.00,4.15
6.00,238.00,2.50
6.00,240.00,1.07
6.00,242.00,1.93
6.00,244.00,3.17
6.00,246.00,3.22
6.00,248.00,2.36
6.00,250.00,1.26
6.00,252.00,1.76
6.00,254.00,2.40
6.00,256.00,3.67
6.00,258.00,4.62
6.00,260.00,4.56
6.00,262.00,3.44
6.00,264.00,1.94
6.00,266.00,1.32
6.00,268.00,1.12
6.00,270.00,0.98
6.00,272.00,0.82
6.00,274.00,0.66
6.00,276.00,0.50
6.00,278.00,0.34
6.00,280.00,0.19
6.00,282.00,0.03
6.00,284.00,0.44
6.00,286.00,0.97
6.00,288.00,2.37
6.00,290.00,3.55
8.00,70.00,20.29
8.00,72.00,19.63
8.00,74.00,18.96
8.00,76.00,18.30
8.00,78.00,17.75
8.00,80.00,17.32
8.00,82.00,15.98
8.00,84.00,15.07
8.00,86.00,14.61
8.00,88.00,14.74
8.00,90.00,14.87
8.00,92.00,15.00
8.00,94.00,15.13
8.00,96.00,15.25
8.00,98.00,15.38
8.00,100.00,16.17
8.00,102.00,16.03
8.00,104.00,15.27
8.00,106.00,13.83
8.00,108.00,13.78
8.00,110.00,15.15
8.00,112.00,16.17
8.00,114.00,15.96
8.00,116.00,14.49
8.00,118.00,13.33
8.00,120.00,12.87
8.00,122.00,13.33
8.00,124.00,14.47
8.00,126.00,15.75
8.00,128.00,15.54
8.00,130.00,14.67
8.00,132.00,13.66
8.00,134.00,13.66
8.00,136.00,13.66
8.00,138.00,13.66
8.00,140.00,13.67
8.00,142.00,13.67
8.00,144.00,13.67
8.00,146.00,13.67
8.00,148.00,13.68
8.00,150.00,13.68
8.00,152.00,13.68
8.00,154.00,13.68
8.00,156.00,13.68
8.00,158.00,13.69
8.00,160.00,13.69
8.00,162.00,13.69
8.00,164.00,13.69
8.00,166.00,13.70
8.00,168.00,13.70
8.00,178.00,13.70
8.00,180.00,13.71
8.00,182.00,13.71
8.00,184.00,13.72
8.00,186.00,13.72
8.00,188.00,13.72
8.00,190.00,13.72
8.00,192.00,13.73
8.00,196.00,13.73
8.00,198.00,13.73
8.00,200.00,13.73
8.00,202.00,13.74
8.00,204.00,13.74
8.00,206.00,13.74
8.00,208.00,13.74
8.00,210.00,13.75
8.00,212.00,13.75
8.00,214.00,13.75
8.00,216.00,13.75
8.00,218.00,13.76
8.00,220.00,13.76
8.00,222.00,13.76
8.00,224.00,13.76
8.00,226.00,13.76
8.00,228.00,13.77
8.00,230.00,13.77
8.00,232.00,13.77
8.00,234.00,13.77
8.00,236.00,12.87
8.00,238.00,11.50
8.00,240.00,10.10
8.00,242.00,10.21
8.00,244.00,10.70
8.00,246.00,10.58
8.00,248.00,9.66
8.00,250.00,8.62
8.00,252.00,8.71
8.00,254.00,8.95
8.00,256.00,9.83
8.00,258.00,10.37
8.00,260.00,10.44
8.00,262.00,9.74
8.00,264.00,8.78
8.00,266.00,8.30
8.00,268.00,8.07
8.00,270.00,7.89
8.00,272.00,7.71
8.00,274.00,7.53
8.00,276.00,7.34
8.00,278.00,7.16
8.00,280.00,6.98
8.00,282.00,6.80
8.00,284.00,7.19
8.00,286.00,7.69
8.00,288.00,9.06
8.00,290.00,10.37
10.00,70.00,26.24
10.00,72.00,24.86
10.00,74.00,23.49
10.00,76.00,22.12
10.00,78.00,20.97
10.00,80.00,20.03
10.00,82.00,18.71
10.00,84.00,17.82
10.00,86.00,17.38
10.00,88.00,17.53
10.00,90.00,17.67
10.00,92.00,17.82
10.00,94.00,17.97
10.00,96.00,18.12
10.00,98.00,18.26
10.00,100.00,18.41
10.00,102.00,17.96
10.00,104.00,17.22
10.00,106.00,16.79
10.00,108.00,17.28
10.00,110.00,18.39
10.00,112.00,19.10
10.00,114.00,19.05
10.00,116.00,18.47
10.00,118.00,18.21
10.00,120.00,18.65
10.00,122.00,19.53
10.00,124.00,20.42
10.00,126.00,21.30
10.00,128.00,21.89
10.00,130.00,22.18
10.00,132.00,22.17
10.00,134.00,22.17
10.00,136.00,22.16
10.00,138.00,22.16
10.00,140.00,22.16
10.00,142.00,22.15
10.00,144.00,22.15
10.00,146.00,22.14
10.00,148.00,22.14
10.00,150.00,22.13
10.00,152.00,22.13
10.00,154.00,22.13
10.00,156.00,22.12
10.00,158.00,22.12
10.00,160.00,22.11
10.00,162.00,22.11
10.00,164.00,22.10
10.00,166.00,22.10
10.00,168.00,22.10
10.00,178.00,22.09
10.00,180.00,22.08
10.00,182.00,22.07
10.00,184.00,22.06
10.00,186.00,22.06
10.00,188.00,22.05
10.00,190.00,22.05
10.00,192.00,22.04
10.00,196.00,22.04
10.00,198.00,22.03
10.00,200.00,22.03
10.00,202.00,22.02
10.00,204.00,22.02
10.00,206.00,22.02
10.00,208.00,22.01
10.00,210.00,22.01
10.00,212.00,22.00
10.00,214.00,22.00
10.00,216.00,21.99
10.00,218.00,21.99
10.00,220.00,21.99
10.00,222.00,21.98
10.00,224.00,21.98
10.00,226.00,21.97
10.00,228.00,21.97
10.00,230.00,21.96
10.00,232.00,21.96
10.00,234.00,21.96
10.00,236.00,21.58
10.00,238.00,20.50
10.00,240.00,19.13
10.00,242.00,18.49
10.00,244.00,18.23
10.00,246.00,17.93
10.00,248.00,16.95
10.00,250.00,15.97
10.00,252.00,15.67
10.00,254.00,15.50
10.00,256.00,15.98
10.00,258.00,16.13
10.00,260.00,16.32
10.00,262.00,16.05
10.00,264.00,15.63
10.00,266.00,15.28
10.00,268.00,15.01
10.00,270.00,14.81
10.00,272.00,14.60
10.00,274.00,14.39
10.00,276.00,14.19
10.00,278.00,13.98
10.00,280.00,13.77
10.00,282.00,13.57
10.00,284.00,13.93
10.00,286.00,14.42
10.00,288.00,15.76
10.00,290.00,17.18
12.00,70.00,32.19
12.00,72.00,30.10
12.00,74.00,28.02
12.00,76.00,25.93
12.00,78.00,24.19
12.00,80.00,22.74
12.00,82.00,21.44
12.00,84.00,20.57
12.00,86.00,20.15
12.00,88.00,20.31
12.00,90.00,20.48
12.00,92.00,20.65
12.00,94.00,20.81
12.00,96.00,20.98
12.00,98.00,21.14
12.00,100.00,20.65
12.00,102.00,19.90
12.00,104.00,19.17
12.00,106.00,19.76
12.00,108.00,20.77
12.00,110.00,21.62
12.00,112.00,22.04
12.00,114.00,22.13
12.00,116.00,22.45
12.00,118.00,23.10
12.00,120.00,24.43
12.00,122.00,25.74
12.00,124.00,26.37
12.00,126.00,26.85
12.00,128.00,28.23
12.00,130.00,29.68
12.00,132.00,30.69
12.00,134.00,30.68
12.00,136.00,30.67
12.00,138.00,30.65
12.00,140.00,30.64
12.00,142.00,30.63
12.00,144.00,30.62
12.00,146.00,30.61
12.00,148.00,30.60
12.00,150.00,30.59
12.00,152.00,30.58
12.00,154.00,30.57
12.00,156.00,30.56
12.00,158.00,30.55
12.00,160.00,30.54
12.00,162.00,30.53
12.00,164.00,30.51
12.00,166.00,30.50
12.00,168.00,30.49
12.00,178.00,30.47
12.00,180.00,30.44
12.00,182.00,30.42
12.00,184.00,30.41
12.00,186.00,30.40
12.00,188.00,30.39
12.00,190.00,30.37
12.00,192.00,30.36
12.00,196.00,30.35
12.00,198.00,30.33
12.00,200.00,30.32
12.00,202.00,30.31
12.00,204.00,30.30
12.00,206.00,30.29
12.00,208.00,30.28
12.00,210.00,30.27
12.00,212.00,30.26
12.00,214.00,30.24
12.00,216.00,30.23
12.00,218.00,30.22
12.00,220.00,30.21
12.00,222.00,30.20
12.00,224.00,30.19
12.00,226.00,30.18
12.00,228.00,30.17
12.00,230.00,30.16
12.00,232.00,30.15
12.00,234.00,30.14
12.00,236.00,30.29
12.00,238.00,29.49
12.00,240.00,28.17
12.00,242.00,26.77
12.00,244.00,25.76
12.00,246.00,25.28
12.00,248.00,24.25
12.00,250.00,23.33
12.00,252.00,22.62
12.00,254.00,22.06
12.00,256.00,22.13
12.00,258.00,21.88
12.00,260.00,22.20
12.00,262.00,22.35
12.00,264.00,22.47
12.00,266.00,22.26
12.00,268.00,21.96
12.00,270.00,21.72
12.00,272.00,21.49
12.00,274.00,21.26
12.00,276.00,21.03
12.00,278.00,20.80
12.00,280.00,20.57
12.00,282.00,20.34
12.00,284.00,20.68
12.00,286.00,21.14
12.00,288.00,22.46
12.00,290.00,24.00
14.00,70.00,36.55
14.00,72.00,35.34
14.00,74.00,34.13
14.00,76.00,32.93
14.00,78.00,32.07
14.00,80.00,30.91
14.00,82.00,30.15
14.00,84.00,29.50
14.00,86.00,29.59
14.00,88.00,29.68
14.00,90.00,29.77
14.00,92.00,29.86
14.00,94.00,29.95
14.00,96.00,30.04
14.00,98.00,29.21
14.00,100.00,28.24
14.00,102.00,27.50
14.00,104.00,27.91
14.00,106.00,28.61
14.00,108.00,29.37
14.00,110.00,29.88
14.00,112.00,30.59
14.00,114.00,30.98
14.00,116.00,32.17
14.00,118.00,33.81
14.00,120.00,35.45
14.00,122.00,36.65
14.00,124.00,37.21
14.00,126.00,38.49
14.00,128.00,40.67
14.00,130.00,42.64
14.00,132.00,43.87
14.00,134.00,43.79
14.00,136.00,43.72
14.00,138.00,43.64
14.00,140.00,43.57
14.00,142.00,43.50
14.00,144.00,43.42
14.00,146.00,43.35
14.00,148.00,43.28
14.00,150.00,43.20
14.00,152.00,43.13
14.00,154.00,43.06
14.00,156.00,42.98
14.00,158.00,42.91
14.00,160.00,42.83
14.00,162.00,42.76
14.00,164.00,42.69
14.00,166.00,42.61
14.00,168.00,42.54
14.00,178.00,42.37
14.00,180.00,42.20
14.00,182.00,42.03
14.00,184.00,41.95
14.00,186.00,41.88
14.00,188.00,41.80
14.00,190.00,41.73
14.00,192.00,41.66
14.00,196.00,41.56
14.00,198.00,41.46
14.00,200.00,41.36
14.00,202.00,41.29
14.00,204.00,41.22
14.00,206.00,41.14
14.00,208.00,41.07
14.00,210.00,40.99
14.00,212.00,40.92
14.00,214.00,40.85
14.00,216.00,40.77
14.00,218.00,40.70
14.00,220.00,40.63
14.00,222.00,40.55
14.00,224.00,40.48
14.00,226.00,40.41
14.00,228.00,40.33
14.00,230.00,40.26
14.00,232.00,40.19
14.00,234.00,40.11
14.00,236.00,40.20
14.00,238.00,39.43
14.00,240.00,37.80
14.00,242.00,36.05
14.00,244.00,34.54
14.00,246.00,33.86
14.00,248.00,33.26
14.00,250.00,32.87
14.00,252.00,32.11
14.00,254.00,30.79
14.00,256.00,29.98
14.00,258.00,29.37
14.00,260.00,29.33
14.00,262.00,29.12
14.00,264.00,29.50
14.00,266.00,30.08
14.00,268.00,30.63
14.00,270.00,30.94
14.00,272.00,30.78
14.00,274.00,30.49
14.00,276.00,30.03
14.00,278.00,29.64
14.00,280.00,29.34
14.00,282.00,29.07
14.00,284.00,28.74
14.00,286.00,29.14
14.00,288.00,29.75
14.00,290.00,30.56
16.00,70.00,39.94
16.00,72.00,39.65
16.00,74.00,39.35
16.00,76.00,39.06
16.00,78.00,38.89
16.00,80.00,38.81
16.00,82.00,39.06
16.00,84.00,39.26
16.00,86.00,39.28
16.00,88.00,39.35
16.00,90.00,39.48
16.00,92.00,39.91
16.00,94.00,40.25
16.00,96.00,40.50
16.00,98.00,39.34
16.00,100.00,37.74
16.00,102.00,36.53
16.00,104.00,36.65
16.00,106.00,37.45
16.00,108.00,38.08
16.00,110.00,38.47
16.00,112.00,39.46
16.00,114.00,40.89
16.00,116.00,43.07
16.00,118.00,44.55
16.00,120.00,45.26
16.00,122.00,45.57
16.00,124.00,45.97
16.00,126.00,47.09
16.00,128.00,48.78
16.00,130.00,50.32
16.00,132.00,51.17
16.00,134.00,51.09
16.00,136.00,51.00
16.00,138.00,50.92
16.00,140.00,50.83
16.00,142.00,50.75
16.00,144.00,50.66
16.00,146.00,50.58
16.00,148.00,50.49
16.00,150.00,50.41
16.00,152.00,50.32
16.00,154.00,50.24
16.00,156.00,50.15
16.00,158.00,50.07
16.00,160.00,49.99
16.00,162.00,49.90
16.00,164.00,49.82
16.00,166.00,49.73
16.00,168.00,49.65
16.00,178.00,49.45
16.00,180.00,49.25
16.00,182.00,49.05
16.00,184.00,48.97
16.00,186.00,48.88
16.00,188.00,48.80
16.00,190.00,48.71
16.00,192.00,48.63
16.00,196.00,48.52
16.00,198.00,48.40
16.00,200.00,48.29
16.00,202.00,48.21
16.00,204.00,48.12
16.00,206.00,48.04
16.00,208.00,47.95
16.00,210.00,47.87
16.00,212.00,47.78
16.00,214.00,47.70
16.00,216.00,47.61
16.00,218.00,47.53
16.00,220.00,47.44
16.00,222.00,47.36
16.00,224.00,47.27
16.00,226.00,47.19
16.00,228.00,47.10
16.00,230.00,47.02
16.00,232.00,46.93
16.00,234.00,46.85
16.00,236.00,47.30
16.00,238.00,47.82
16.00,240.00,47.68
16.00,242.00,46.33
16.00,244.00,44.26
16.00,246.00,42.76
16.00,248.00,42.03
16.00,250.00,42.12
16.00,252.00,41.94
16.00,254.00,41.29
16.00,256.00,40.10
16.00,258.00,38.91
16.00,260.00,38.25
16.00,262.00,37.88
16.00,264.00,38.26
16.00,266.00,38.79
16.00,268.00,39.23
16.00,270.00,40.08
16.00,272.00,40.63
16.00,274.00,40.76
16.00,276.00,40.05
16.00,278.00,39.36
16.00,280.00,38.94
16.00,282.00,38.60
16.00,284.00,38.07
16.00,286.00,37.72
16.00,288.00,37.17
16.00,290.00,36.76
18.00,70.00,39.53
18.00,72.00,40.85
18.00,74.00,42.17
18.00,76.00,43.49
18.00,78.00,44.82
18.00,80.00,46.16
18.00,82.00,46.89
18.00,84.00,47.46
18.00,86.00,47.52
18.00,88.00,47.71
18.00,90.00,48.09
18.00,92.00,48.64
18.00,94.00,48.92
18.00,96.00,48.55
18.00,98.00,47.07
18.00,100.00,46.13
18.00,102.00,45.63
18.00,104.00,46.13
18.00,106.00,46.32
18.00,108.00,46.82
18.00,110.00,47.87
18.00,112.00,49.56
18.00,114.00,50.96
18.00,116.00,52.36
18.00,118.00,53.05
18.00,120.00,53.23
18.00,122.00,53.49
18.00,124.00,54.53
18.00,126.00,56.00
18.00,128.00,56.76
18.00,130.00,56.88
18.00,132.00,56.80
18.00,134.00,56.80
18.00,136.00,56.81
18.00,138.00,56.81
18.00,140.00,56.81
18.00,142.00,56.81
18.00,144.00,56.81
18.00,146.00,56.81
18.00,148.00,56.81
18.00,150.00,56.81
18.00,152.00,56.82
18.00,154.00,56.82
18.00,156.00,56.82
18.00,158.00,56.82
18.00,160.00,56.82
18.00,162.00,56.82
18.00,164.00,56.82
18.00,166.00,56.82
18.00,168.00,56.83
18.00,178.00,56.83
18.00,180.00,56.83
18.00,182.00,56.83
18.00,184.00,56.84
18.00,186.00,56.84
18.00,188.00,56.84
18.00,190.00,56.84
18.00,192.00,56.84
18.00,196.00,56.84
18.00,198.00,56.84
18.00,200.00,56.84
18.00,202.00,56.85
18.00,204.00,56.85
18.00,206.00,56.85
18.00,208.00,56.85
18.00,210.00,56.85
18.00,212.00,56.85
18.00,214.00,56.85
18.00,216.00,56.85
18.00,218.00,56.86
18.00,220.00,56.86
18.00,222.00,56.86
18.00,224.00,56.86
18.00,226.00,56.91
18.00,228.00,57.02
18.00,230.00,57.13
18.00,232.00,56.89
18.00,234.00,56.29
18.00,236.00,55.39
18.00,238.00,54.79
18.00,240.00,54.60
18.00,242.00,54.35
18.00,244.00,53.46
18.00,246.00,51.83
18.00,248.00,50.59
18.00,250.00,50.05
18.00,252.00,50.27
18.00,254.00,50.20
18.00,256.00,49.78
18.00,258.00,48.96
18.00,260.00,48.14
18.00,262.00,47.33
18.00,264.00,47.13
18.00,266.00,47.49
18.00,268.00,47.93
18.00,270.00,48.78
18.00,272.00,49.33
18.00,274.00,49.63
18.00,276.00,49.09
18.00,278.00,48.63
18.00,280.00,47.99
18.00,282.00,47.51
18.00,284.00,46.66
18.00,286.00,46.15
18.00,288.00,45.25
18.00,290.00,44.35
20.00,70.00,39.66
20.00,72.00,42.25
20.00,74.00,44.83
20.00,76.00,47.42
20.00,78.00,50.01
20.00,80.00,52.59
20.00,82.00,53.98
20.00,84.00,55.03
20.00,86.00,55.07
20.00,88.00,55.36
20.00,90.00,55.38
20.00,92.00,55.69
20.00,94.00,55.80
20.00,96.00,55.49
20.00,98.00,54.97
20.00,100.00,54.50
20.00,102.00,53.95
20.00,104.00,53.82
20.00,106.00,54.27
20.00,108.00,55.31
20.00,110.00,56.36
20.00,112.00,57.40
20.00,114.00,58.25
20.00,116.00,59.20
20.00,118.00,59.54
20.00,120.00,60.19
20.00,122.00,60.88
20.00,124.00,62.06
20.00,126.00,62.67
20.00,128.00,62.42
20.00,130.00,61.92
20.00,132.00,61.50
20.00,134.00,61.45
20.00,136.00,61.40
20.00,138.00,61.30
20.00,140.00,61.22
20.00,142.00,61.16
20.00,144.00,61.18
20.00,146.00,61.19
20.00,148.00,61.21
20.00,150.00,61.23
20.00,152.00,61.25
20.00,154.00,61.26
20.00,156.00,61.28
20.00,158.00,61.30
20.00,160.00,61.32
20.00,162.00,61.34
20.00,164.00,61.35
20.00,166.00,61.37
20.00,168.00,61.39
20.00,178.00,61.43
20.00,180.00,61.47
20.00,182.00,61.51
20.00,184.00,61.53
20.00,186.00,61.55
20.00,188.00,61.56
20.00,190.00,61.58
20.00,192.00,61.60
20.00,196.00,61.62
20.00,198.00,61.65
20.00,200.00,61.67
20.00,202.00,61.69
20.00,204.00,61.70
20.00,206.00,61.72
20.00,208.00,61.74
20.00,210.00,61.76
20.00,212.00,61.78
20.00,214.00,61.79
20.00,216.00,61.81
20.00,218.00,61.83
20.00,220.00,61.85
20.00,222.00,61.86
20.00,224.00,61.88
20.00,226.00,62.02
20.00,228.00,62.27
20.00,230.00,62.58
20.00,232.00,62.51
20.00,234.00,61.95
20.00,236.00,60.96
20.00,238.00,60.42
20.00,240.00,60.52
20.00,242.00,60.81
20.00,244.00,60.77
20.00,246.00,59.91
20.00,248.00,58.69
20.00,250.00,57.70
20.00,252.00,57.37
20.00,254.00,57.76
20.00,256.00,57.91
20.00,258.00,57.77
20.00,260.00,57.31
20.00,262.00,56.85
20.00,264.00,56.38
20.00,266.00,55.92
20.00,268.00,55.45
20.00,270.00,55.71
20.00,272.00,56.14
20.00,274.00,56.44
20.00,276.00,56.51
20.00,278.00,56.18
20.00,280.00,55.99
20.00,282.00,55.64
20.00,284.00,55.25
20.00,286.00,54.58
20.00,288.00,53.34
20.00,290.00,52.09
22.00,70.00,39.84
22.00,72.00,43.68
22.00,74.00,47.51
22.00,76.00,51.35
22.00,78.00,55.19
22.00,80.00,59.02
22.00,82.00,61.06
22.00,84.00,62.04
22.00,86.00,61.57
22.00,88.00,61.44
22.00,90.00,61.21
22.00,92.00,61.01
22.00,94.00,60.83
22.00,96.00,60.31
22.00,98.00,60.08
22.00,100.00,60.19
22.00,102.00,60.67
22.00,104.00,61.16
22.00,106.00,61.64
22.00,108.00,62.13
22.00,110.00,62.79
22.00,112.00,63.42
22.00,114.00,63.86
22.00,116.00,64.19
22.00,118.00,64.61
22.00,120.00,65.31
22.00,122.00,65.99
22.00,124.00,66.44
22.00,126.00,66.33
22.00,128.00,66.00
22.00,130.00,65.67
22.00,132.00,65.67
22.00,134.00,65.60
22.00,136.00,65.43
22.00,138.00,65.11
22.00,140.00,64.87
22.00,142.00,64.75
22.00,144.00,64.80
22.00,146.00,64.85
22.00,148.00,64.90
22.00,150.00,64.95
22.00,152.00,65.00
22.00,154.00,65.05
22.00,156.00,65.09
22.00,158.00,65.14
22.00,160.00,65.19
22.00,162.00,65.24
22.00,164.00,65.29
22.00,166.00,65.34
22.00,168.00,65.39
22.00,178.00,65.50
22.00,180.00,65.61
22.00,182.00,65.73
22.00,184.00,65.78
22.00,186.00,65.82
22.00,188.00,65.87
22.00,190.00,65.92
22.00,192.00,65.97
22.00,196.00,66.03
22.00,198.00,66.10
22.00,200.00,66.16
22.00,202.00,66.21
22.00,204.00,66.26
22.00,206.00,66.31
22.00,208.00,66.36
22.00,210.00,66.41
22.00,212.00,66.46
22.00,214.00,66.51
22.00,216.00,66.55
22.00,218.00,66.60
22.00,220.00,66.65
22.00,222.00,66.70
22.00,224.00,66.75
22.00,226.00,66.96
22.00,228.00,67.34
22.00,230.00,67.83
22.00,232.00,67.94
22.00,234.00,67.55
22.00,236.00,66.66
22.00,238.00,65.58
22.00,240.00,65.26
22.00,242.00,65.28
22.00,244.00,65.70
22.00,246.00,65.59
22.00,248.00,65.20
22.00,250.00,64.33
22.00,252.00,63.65
22.00,254.00,63.44
22.00,256.00,63.82
22.00,258.00,63.98
22.00,260.00,63.87
22.00,262.00,63.52
22.00,264.00,63.18
22.00,266.00,62.83
22.00,268.00,62.48
22.00,270.00,62.14
22.00,272.00,61.79
22.00,274.00,61.62
22.00,276.00,61.86
22.00,278.00,62.24
22.00,280.00,62.84
22.00,282.00,62.98
22.00,284.00,63.12
22.00,286.00,63.01
22.00,288.00,63.12
22.00,290.00,63.22
24.00,70.00,50.58
24.00,72.00,53.56
24.00,74.00,56.53
24.00,76.00,59.51
24.00,78.00,62.48
24.00,80.00,65.46
24.00,82.00,66.75
24.00,84.00,66.97
24.00,86.00,66.12
24.00,88.00,65.82
24.00,90.00,65.45
24.00,92.00,65.23
24.00,94.00,65.22
24.00,96.00,65.43
24.00,98.00,65.65
24.00,100.00,65.86
24.00,102.00,66.08
24.00,104.00,66.29
24.00,106.00,66.50
24.00,108.00,66.72
24.00,110.00,67.06
24.00,112.00,67.34
24.00,114.00,67.66
24.00,116.00,67.88
24.00,118.00,68.01
24.00,120.00,68.16
24.00,122.00,68.29
24.00,124.00,68.39
24.00,126.00,68.35
24.00,128.00,68.20
24.00,130.00,68.14
24.00,132.00,68.03
24.00,134.00,67.78
24.00,136.00,67.38
24.00,138.00,66.82
24.00,140.00,66.41
24.00,142.00,66.19
24.00,144.00,66.21
24.00,146.00,66.23
24.00,148.00,66.25
24.00,150.00,66.27
24.00,152.00,66.28
24.00,154.00,66.30
24.00,156.00,66.32
24.00,158.00,66.34
24.00,160.00,66.36
24.00,162.00,66.38
24.00,164.00,66.39
24.00,166.00,66.41
24.00,168.00,66.43
24.00,178.00,66.47
24.00,180.00,66.52
24.00,182.00,66.56
24.00,184.00,66.58
24.00,186.00,66.60
24.00,188.00,66.61
24.00,190.00,66.63
24.00,192.00,66.65
24.00,196.00,66.67
24.00,198.00,66.70
24.00,200.00,66.72
24.00,202.00,66.74
24.00,204.00,66.76
24.00,206.00,66.78
24.00,208.00,66.80
24.00,210.00,66.82
24.00,212.00,66.83
24.00,214.00,66.85
24.00,216.00,66.87
24.00,218.00,66.89
24.00,220.00,66.91
24.00,222.00,66.93
24.00,224.00,66.94
24.00,226.00,67.12
24.00,228.00,67.46
24.00,230.00,67.97
24.00,232.00,68.44
24.00,234.00,68.77
24.00,236.00,68.88
24.00,238.00,68.80
24.00,240.00,68.61
24.00,242.00,68.42
24.00,244.00,68.54
24.00,246.00,68.87
24.00,248.00,69.18
24.00,250.00,69.00
24.00,252.00,68.42
24.00,254.00,68.11
24.00,256.00,68.20
24.00,258.00,68.47
